index	prefix	engaligns	greekaligns
817		['1:1.123:you']	['1:1.123:τοι']
818		['1:1.123:prize']	['1:1.123:γέρας']
819		['1:1.124:do', '1:1.124:not', '1:1.124:not']	['1:1.124:οὐ', '1:1.124:δέ']
820	[we] 	['1:1.124:know', '1:1.124:of']	['1:1.124:ἴδμεν']
821		['1:1.124:many']	['1:1.124:πολλά']
822		['1:1.124:common', '1:1.124:stores']	['1:1.124:ξυνήϊα']
823		['1:1.124:set', '1:1.124:aside']	['1:1.124:κείμενα']
824		['1:1.124:anywhere']	['1:1.124:που']
825		['1:1.124:at', '1:1.124:all']	['1:1.124:τί']
826		['1:1.125:Rather']	['1:1.125:ἀλλὰ']
827		['1:1.125:as', '1:1.125:we', '1:1.125:all', '1:1.125:know']	['1:1.125:μὲν']
828		['1:1.125:the', '1:1.125:things', '1:1.125:which']	['1:1.125:τὰ']
829	[we] 	['1:1.125:sacked']	['1:1.125:ἐξεπράθομεν']
830		['1:1.125:cities']	['1:1.125:πολίων']
831		['1:1.125:these']	['1:1.125:τὰ[2]']
832	[it-collective] 	['1:1.125:have', '1:1.125:been', '1:1.125:handed', '1:1.125:out']	['1:1.125:δέδασται']
833		['1:1.126:and', '1:1.126:on', '1:1.126:the', '1:1.126:other', '1:1.126:hand']	["1:1.126:δ'"]
834	[it] 	['1:1.126:would', '1:1.126:be', '1:1.126:fitting', '1:1.126:for']	['1:1.126:ἐπέοικε']
835		['1:1.126:not']	['1:1.126:οὐκ']
836		['1:1.126:soldiers']	['1:1.126:λαοὺς']
837		['1:1.126:to', '1:1.126:gather', '1:1.126:together', '1:1.126:again']	['1:1.126:ἐπαγείρειν']
838		['1:1.126:these']	["1:1.126:ταῦτ'"]
839		['1:1.126:clawed-back', '1:1.126:things']	['1:1.126:παλίλλογα']
840		['1:1.127:Instead']	['1:1.127:ἀλλὰ']
841		['1:1.127:you', '1:1.127:for', '1:1.127:your', '1:1.127:part']	['1:1.127:σὺ']
842		['1:1.127:now']	['1:1.127:νῦν']
843	[(2nd sg imperative)you-sg] 	['1:1.127:release']	['1:1.127:πρόες']
844		['1:1.127:this', '1:1.127:girl']	['1:1.127:τήνδε']
845		['1:1.127:to', '1:1.127:god']	['1:1.127:θεῷ']
846		['1:1.127:On', '1:1.127:our', '1:1.127:part[2]']	['1:1.127:αὐτὰρ']
847		['1:1.127:the[2]', '1:1.127:Achaeans']	['1:1.127:Ἀχαιοὶ']
848	[we] 	['1:1.128:will', '1:1.128:repay']	['1:1.128:ἀποτείσομεν']
849		['1:1.128:three', '1:1.128:times']	['1:1.128:τριπλῇ']
850		['1:1.128:and']	["1:1.128:τ'"]
851		['1:1.128:over']	['1:1.128:τετραπλῇ']
852		['1:1.128:if']	['1:1.128:αἴ']
853		['1:1.128:Zeus']	['1:1.128:Ζεὺς']
854		['1:1.128:at', '1:1.128:some', '1:1.128:point']	['1:1.128:ποθι']
855	[he] 	['1:1.129:may', '1:1.129:confer', '1:1.129:the', '1:1.129:gift', '1:1.129:confer', '1:1.129:the', '1:1.129:gift']	['1:1.128:κέ', '1:1.129:δῷσι']
856		['1:1.129:to', '1:1.129:sack', '1:1.129:completely']	['1:1.129:ἐξαλαπάξαι']
857		['1:1.129:well-walled']	['1:1.129:εὐτείχεον']
858		['1:1.129:city']	['1:1.129:πόλιν']
859		['1:1.129:Troy']	['1:1.129:Τροίην']
860		['1:1.130:And']	["1:1.130:δ'"]
861		['1:1.130:answering']	['1:1.130:ἀπαμειβόμενος']
862		['1:1.130:ruler']	['1:1.130:κρείων']
863		['1:1.130:Agamemnon']	['1:1.130:Ἀγαμέμνων']
864	[he] 	['1:1.130:addressed']	['1:1.130:προσέφη']
865		['1:1.130:that', '1:1.130:man']	['1:1.130:τὸν']
866		['1:1.131:Do', '1:1.131:not', '1:1.131:not']	['1:1.131:μὴ', "1:1.131:δ'"]
867		['1:1.131:in', '1:1.131:this', '1:1.131:way']	['1:1.131:οὕτως']
868		['1:1.131:-', '1:1.131:although']	['1:1.131:περ']
869		['1:1.131:being']	['1:1.131:ἐὼν']
870		['1:1.131:skillful']	['1:1.131:ἀγαθός']
871		['1:1.131:godlike']	["1:1.131:θεοείκελ'"]
872		['1:1.131:Achilles']	['1:1.131:Ἀχιλλεῦ']
873	[(2nd sg imperative)you-sg] 	['1:1.132:cheat']	['1:1.132:κλέπτε']
874		['1:1.132:with', '1:1.132:mind']	['1:1.132:νόῳ']
875		['1:1.132:since']	['1:1.132:ἐπεὶ']
876	[you-sg] 	['1:1.132:will', '1:1.132:slip', '1:1.132:past']	['1:1.132:παρελεύσεαι']
877		['1:1.132:not', '1:1.132:nor']	['1:1.132:οὐ', '1:1.132:δέ']
878	[you-sg will] 	['1:1.132:persuade']	['1:1.132:πείσεις']
879		['1:1.132:me']	['1:1.132:με']
880		['1:1.133:really']	['1:1.133:ἦ']
881	[you-sg] 	['1:1.133:want']	['1:1.133:ἐθέλεις']
882		['1:1.133:-', '1:1.133:while']	["1:1.133:ὄφρ'"]
883		['1:1.133:yourself']	['1:1.133:αὐτὸς']
884	[you-sg] 	['1:1.133:are', '1:1.133:to', '1:1.133:hold', '1:1.133:onto']	['1:1.133:ἔχῃς']
885		['1:1.133:prize']	['1:1.133:γέρας']
886		['1:1.133:-[2]', '1:1.133:me']	["1:1.133:ἔμ'"]
887		['1:1.133:for', '1:1.133:my', '1:1.133:part']	['1:1.133:αὐτὰρ']
888		['1:1.133:like', '1:1.133:this']	['1:1.133:αὔτως']
889		['1:1.134:to', '1:1.134:sit', '1:1.134:still']	['1:1.134:ἧσθαι']
890		['1:1.134:without', '1:1.134:having']	['1:1.134:δευόμενον']
891	[you-sg] 	['1:1.134:telling']	['1:1.134:κέλεαι']
892		['1:1.134:me']	['1:1.134:με']
893		['1:1.134:to[2]', '1:1.134:give', '1:1.134:back']	['1:1.134:ἀποδοῦναι']
894		['1:1.134:this', '1:1.134:particular', '1:1.134:woman']	["1:1.134:τήνδ'"]
895		['1:1.135:Mind', '1:1.135:you']	['1:1.135:μὲν']
896		['1:1.135:if']	['1:1.135:εἰ']
897		['1:1.135:great-hearted']	['1:1.135:μεγάθυμοι']
898		['1:1.135:Achaeans']	['1:1.135:Ἀχαιοὶ']
899	[they] 	['1:1.135:will', '1:1.135:give']	['1:1.135:δώσουσι']
900		['1:1.135:prize']	['1:1.135:γέρας']
901		['1:1.136:having', '1:1.136:fashioned']	['1:1.136:ἄρσαντες']
902		['1:1.136:exactly', '1:1.136:according']	['1:1.136:κατὰ']
903		['1:1.136:heart']	['1:1.136:θυμὸν']
904		['1:1.136:so', '1:1.136:that']	['1:1.136:ὅπως']
905	[it] 	['1:1.136:will', '1:1.136:be']	['1:1.136:ἔσται']
906		['1:1.136:worth', '1:1.136:just', '1:1.136:as', '1:1.136:much']	['1:1.136:ἀντάξιον']
907		['1:1.137:But', '1:1.137:then']	['1:1.137:δέ']
908		['1:1.137:if']	['1:1.137:εἰ']
909		['1:1.137:should', '1:1.137:not']	['1:1.137:μὴ']
910	[they should] 	['1:1.137:make', '1:1.137:a', '1:1.137:gift', '1:1.137:a', '1:1.137:gift']	['1:1.137:κε', '1:1.137:δώωσιν']
911		['1:1.137:I', '1:1.137:myself']	['1:1.137:ἐγὼ']
912		['1:1.137:going']	['1:1.138:ἰὼν']
913		['1:1.137:in', '1:1.137:person']	['1:1.137:αὐτὸς']
914	[I] 	['1:1.137:would', '1:1.137:seize', '1:1.137:for', '1:1.137:myself[2]']	['1:1.137:ἕλωμαι']
915		['1:1.138:either']	['1:1.138:ἢ']
916		['1:1.138:your']	['1:1.138:τεὸν']
917		['1:1.138:prize']	['1:1.138:γέρας']
918		['1:1.138:or']	['1:1.138:ἢ[2]']
919		['1:1.138:of', '1:1.138:Ajax']	['1:1.138:Αἴαντος']
920		['1:1.138:or[2]']	['1:1.138:ἢ[3]']
921		['1:1.138:of[2]', '1:1.138:Odysseus']	['1:1.138:Ὀδυσῆος']
922		['1:1.139:Having', '1:1.139:taken', '1:1.139:possession']	['1:1.139:ἑλών']
923	[I] 	['1:1.139:I', '1:1.139:will', '1:1.139:lead', '1:1.139:away']	['1:1.139:ἄξω']
924		['1:1.139:That', '1:1.139:man', '1:1.139:man']	['1:1.139:ὃ', '1:1.139:δέ']
925	[he] 	['1:1.139:will[2]', '1:1.139:be', '1:1.139:angry', '1:1.139:and', '1:1.139:stay', '1:1.139:angry[2]', '1:1.139:be', '1:1.139:angry', '1:1.139:and', '1:1.139:stay', '1:1.139:angry[2]', '1:1.139:would', '1:1.139:approach']	['1:1.139:κεν', '1:1.139:κεχολώσεται']
926		['1:1.139:whomever', '1:1.139:approach']	['1:1.139:ὅν', '1:1.139:ἵκωμαι']
927		['1:1.140:That', '1:1.140:said']	["1:1.140:ἀλλ'"]
928		['1:1.140:certainly']	['1:1.140:μὲν']
929	[we] 	['1:1.140:will', '1:1.140:return', '1:1.140:to', '1:1.140:consider']	['1:1.140:μεταφρασόμεσθα']
930		['1:1.140:once', '1:1.140:again', '1:1.140:again']	['1:1.140:καὶ', '1:1.140:αὖτις']
931		['1:1.140:these', '1:1.140:things']	['1:1.140:ταῦτα']
932		['1:1.141:Now']	['1:1.141:νῦν']
933	[(2nd sg imperative)you-sg] 	['1:1.141:come']	['1:1.141:ἄγε']
934	[let us] 	['1:1.141:drag']	['1:1.141:ἐρύσσομεν']
935		['1:1.141:black']	['1:1.141:μέλαιναν']
936		['1:1.141:ship']	['1:1.141:νῆα']
937		['1:1.141:into']	['1:1.141:εἰς']
938		['1:1.141:divine']	['1:1.141:δῖαν']
939		['1:1.141:sea']	['1:1.141:ἅλα']
940	[let us] 	['1:1.142:gather', '1:1.142:within', '1:1.142:within']	['1:1.142:ἀγείρομεν', '1:1.142:ἐν']
941		['1:1.142:sufficient']	['1:1.142:ἐπιτηδὲς']
942		['1:1.142:rowers']	['1:1.142:ἐρέτας']
943		['1:1.142:sacrifice']	['1:1.142:ἑκατόμβην']
944	[let us] 	['1:1.143:place', '1:1.143:inside', '1:1.143:inside']	['1:1.143:θείομεν', '1:1.142:ἐς']
945		['1:1.143:beautiful-cheeked']	['1:1.143:καλλιπάρῃον']
946		['1:1.143:Chryseis']	['1:1.143:Χρυσηΐδα']
947		['1:1.143:herself']	['1:1.143:αὐτὴν']
948	[we] 	['1:1.144:will', '1:1.144:embark', '1:1.144:embark']	['1:1.143:ἂν', '1:1.144:βήσομεν']
949		['1:1.144:And']	['1:1.144:δέ']
950		['1:1.144:let', '1:1.144:be']	['1:1.144:ἔστω']
951		['1:1.144:some']	['1:1.144:τις']
952		['1:1.144:single']	['1:1.144:εἷς']
953		['1:1.144:counsel-bearing']	['1:1.144:βουληφόρος']
954		['1:1.144:man']	['1:1.144:ἀνὴρ']
955		['1:1.144:leader']	['1:1.144:ἀρχὸς']
956		['1:1.145:either']	['1:1.145:ἢ']
957		['1:1.145:Ajax']	['1:1.145:Αἴας']
958		['1:1.145:or']	['1:1.145:ἢ[2]']
959		['1:1.145:Idomeneus']	['1:1.145:Ἰδομενεὺς']
960		['1:1.145:or[2]']	['1:1.145:ἢ[3]']
961		['1:1.145:godlike']	['1:1.145:δῖος']
962		['1:1.145:Odysseus']	['1:1.145:Ὀδυσσεὺς']
963		['1:1.146:or']	['1:1.146:ἠὲ']
964		['1:1.146:you']	['1:1.146:σὺ']
965		['1:1.146:Son', '1:1.146:of', '1:1.146:Peleus']	['1:1.146:Πηλεΐδη']
966		['1:1.146:most', '1:1.146:outrageous']	["1:1.146:ἐκπαγλότατ'"]
967		['1:1.146:of[2]', '1:1.146:all', '1:1.146:men']	['1:1.146:ἀνδρῶν']
968		['1:1.147:unti']	["1:1.147:ὄφρ'"]
969		['1:1.147:having', '1:1.147:performed']	['1:1.147:ῥέξας']
970		['1:1.147:sacrifices']	['1:1.147:ἱερὰ']
971	[you-sg] 	['1:1.147:will', '1:1.147:appease']	['1:1.147:ἱλάσσεαι']
972		['1:1.147:him']	['1:1.147:ἥμιν']
973		['1:1.147:free-worker']	['1:1.147:ἑκάεργον']
974		['1:1.148:Having', '1:1.148:given', '1:1.148:a', '1:1.148:dark', '1:1.148:look', '1:1.148:given', '1:1.148:a', '1:1.148:dark', '1:1.148:look', '1:1.148:given', '1:1.148:a', '1:1.148:dark', '1:1.148:look']	['1:1.148:ὑπόδρα', '1:1.148:ἰδὼν', "1:1.148:ἄρ'"]
975		['1:1.148:swift-footed']	['1:1.148:πόδας', '1:1.148:ὠκὺς']
976		['1:1.148:Achilles']	['1:1.148:Ἀχιλλεύς']
977		['1:1.148:addressed']	['1:1.148:προσέφη']
978		['1:1.148:that', '1:1.148:man']	['1:1.148:τὸν']
979		['1:1.149:all', '1:1.149:clothed']	['1:1.149:ἐπιειμένε']
980		['1:1.149:in', '1:1.149:indecency']	['1:1.149:ἀναιδείην']
981		['1:1.149:obsessed', '1:1.149:by', '1:1.149:profit']	['1:1.149:κερδαλεόφρον']
982		['1:1.150:how']	['1:1.150:πῶς']
983	[he] 	['1:1.150:would', '1:1.150:listen']	['1:1.150:πείθηται']
984		['1:1.150:any']	['1:1.150:τίς']
985	[of] 	['1:1.150:Achaeans']	['1:1.150:Ἀχαιῶν']
986		['1:1.150:with', '1:1.150:determination']	['1:1.150:πρόφρων']
987		['1:1.150:to', '1:1.150:your']	['1:1.150:τοι']
988		['1:1.150:words']	['1:1.150:ἔπεσιν']
989		['1:1.151:either']	['1:1.151:ἢ']
990		['1:1.151:to', '1:1.151:go']	['1:1.151:ἐλθέμεναι']
991		['1:1.151:on', '1:1.151:a', '1:1.151:journey']	['1:1.151:ὁδὸν']
992		['1:1.151:or']	['1:1.151:ἢ[2]']
993	[with] 	['1:1.151:strength']	['1:1.151:ἶφι']
994		['1:1.151:to[2]', '1:1.151:fight', '1:1.151:with[2]']	['1:1.151:μάχεσθαι']
995		['1:1.151:men']	['1:1.151:ἀνδράσιν']
996		['1:1.152:That', '1:1.152:is', '1:1.152:to', '1:1.152:be', '1:1.152:expected']	['1:1.152:γὰρ']
997		['1:1.152:I', '1:1.152:certainly']	['1:1.152:ἐγὼ']
998		['1:1.152:did', '1:1.152:not']	['1:1.152:οὐ']
999	[I did] 	['1:1.152:come']	['1:1.152:ἤλυθον']
1000		['1:1.152:on', '1:1.152:account']	["1:1.152:ἕνεκ'"]
1001		['1:1.152:of', '1:1.152:Trojan']	['1:1.152:Τρώων']
1002		['1:1.152:spearmen']	['1:1.152:αἰχμητάων']
1003		['1:1.153:here']	['1:1.153:δεῦρο']
1004		['1:1.153:in', '1:1.153:order', '1:1.153:to', '1:1.153:fight']	['1:1.153:μαχησόμενος']
1005		['1:1.153:since']	['1:1.153:ἐπεὶ']
1006	[they] 	['1:1.153:are']	['1:1.153:εἰσιν']
1007		['1:1.153:not']	['1:1.153:οὔ']
1008		['1:1.153:at', '1:1.153:fault']	['1:1.153:αἴτιοί']
1009		['1:1.153:to[2]', '1:1.153:me']	['1:1.153:μοι']
1010		['1:1.153:in[2]', '1:1.153:any', '1:1.153:way']	['1:1.153:τί']
1011		['1:1.154:for']	['1:1.154:γὰρ']
1012		['1:1.154:did', '1:1.154:not', '1:1.154:nor']	['1:1.154:οὐ']
1013		['1:1.154:ever']	["1:1.154:πώποτ'"]
1014	[they] 	['1:1.154:drive', '1:1.154:away']	['1:1.154:ἤλασαν']
1015		['1:1.154:my']	['1:1.154:ἐμὰς']
1016		['1:1.154:cattle']	['1:1.154:βοῦς', '1:1.154:δὲ', '1:1.154:μὲν']
1017		['1:1.154:horses']	['1:1.154:ἵππους']
1018		['1:1.155:and']	['1:1.155:δέ']
1019		['1:1.155:not']	['1:1.155:οὐ']
1020		['1:1.155:in']	['1:1.155:ἐν']
1021		['1:1.155:warrior-nourishing']	['1:1.155:βωτιανείρῃ']
1022		['1:1.155:fertile']	['1:1.155:ἐριβώλακι']
1023		['1:1.155:Phthia']	['1:1.155:Φθίῃ']
1024		['1:1.155:ever']	["1:1.155:ποτ'"]
1025	[they] 	['1:1.156:harm']	["1:1.156:ἐδηλήσαντ'"]
1026		['1:1.156:harvest']	['1:1.156:καρπὸν']
1027		['1:1.156:since']	['1:1.156:ἐπεὶ']
1028		['1:1.156:many']	['1:1.156:πολλὰ']
1029		['1:1.156:between']	['1:1.156:μεταξὺ']
1030		['1:1.157:many']	['1:1.156:μάλα', '1:1.157:τε']
1031		['1:1.157:shady']	['1:1.157:σκιόεντα']
1032		['1:1.157:mountains']	['1:1.157:οὔρεά']
1033		['1:1.157:and', '1:1.157:also']	['1:1.157:τε[2]']
1034		['1:1.157:roaring']	['1:1.157:ἠχήεσσα']
1035		['1:1.157:sea']	['1:1.157:θάλασσά']
1036		['1:1.158:Instead']	['1:1.158:ἀλλὰ']
1037		['1:1.158:you']	['1:1.158:σοὶ']
1038		['1:1.158:oh']	['1:1.158:ὦ']
1039		['1:1.158:unbelievably']	["1:1.158:μέγ'"]
1040		['1:1.158:indecent']	['1:1.158:ἀναιδὲς']
1041		['1:1.158:together']	["1:1.158:ἅμ'"]
1042	[we] 	['1:1.158:followed']	["1:1.158:ἑσπόμεθ'"]
1043		['1:1.158:so', '1:1.158:that']	['1:1.158:ὄφρα']
1044		['1:1.158:you[2]']	['1:1.158:σὺ']
1045	[you-sg] 	['1:1.158:might', '1:1.158:rejoice']	['1:1.158:χαίρῃς']
1046		['1:1.159:seeking', '1:1.159:to', '1:1.159:gain']	['1:1.159:ἀρνύμενοι']
1047		['1:1.159:respect']	['1:1.159:τιμὴν']
1048		['1:1.159:for', '1:1.159:Menelaus']	['1:1.159:Μενελάῳ']
1049		['1:1.159:and']	['1:1.159:τε']
1050		['1:1.159:for[2]', '1:1.159:you']	['1:1.159:σοί']
1051		['1:1.159:dog-face']	['1:1.159:κυνῶπα']
1052		['1:1.160:from']	['1:1.160:πρὸς']
1053		['1:1.160:Trojans']	['1:1.160:Τρώων']
1054		['1:1.160:Of', '1:1.160:these', '1:1.160:things']	['1:1.160:τῶν']
1055		['1:1.160:not']	['1:1.160:οὔ']
1056	[you-sg] 	['1:1.160:consider']	['1:1.160:μετατρέπῃ']
1057		['1:1.160:at', '1:1.160:all']	['1:1.160:τι']
1058		['1:1.160:Nor']	['1:1.160:οὐ', "1:1.160:δ'"]
1059	[you-sg] 	['1:1.160:give', '1:1.160:a', '1:1.160:damn']	['1:1.160:ἀλεγίζεις']
1060		['1:1.161:And']	['1:1.161:καὶ']
1061		['1:1.161:now']	['1:1.161:δή']
1062	[you-sg] 	['1:1.161:make', '1:1.161:make[2]', '1:1.161:threats']	['1:1.161:ἀπειλεῖς']
1063		['1:1.161:yourself']	['1:1.161:αὐτὸς']
1064	[you-sg] 	['1:1.161:to', '1:1.161:seize', '1:1.161:for', '1:1.161:yourself[2]']	['1:1.161:ἀφαιρήσεσθαι']
1065		['1:1.161:my']	['1:1.161:μοι']
1066		['1:1.161:prize']	['1:1.161:γέρας']
1067		['1:1.162:for', '1:1.162:which', '1:1.162:which']	['1:1.162:ᾧ', '1:1.162:ἔπι']
1068	[I] 	['1:1.162:struggled']	['1:1.162:μόγησα']
1069		['1:1.162:at', '1:1.162:length']	['1:1.162:πολλὰ']
1070		['1:1.162:and']	['1:1.162:δέ']
1071		['1:1.162:sons']	['1:1.162:υἷες']
1072	[of] 	['1:1.162:Achaeans']	['1:1.162:Ἀχαιῶν']
1073	[they] 	['1:1.162:gave']	['1:1.162:δόσαν']
1074		['1:1.162:to', '1:1.162:me']	['1:1.162:μοι']
1075		['1:1.163:Certainly']	['1:1.163:μὲν']
1076		['1:1.163:never']	['1:1.163:οὐ', '1:1.163:ποτε']
1077	[I] 	['1:1.163:have']	['1:1.163:ἔχω']
1078		['1:1.163:prize']	['1:1.163:γέρας']
1079		['1:1.163:equal']	['1:1.163:ἶσον']
1080		['1:1.163:to', '1:1.163:yours']	['1:1.163:σοί']
1081		['1:1.163:whenever']	["1:1.163:ὁππότ'"]
1082		['1:1.163:Achaeans']	['1:1.163:Ἀχαιοὶ']
1083	[they] 	['1:1.164:sack', '1:1.164:and', '1:1.164:pillage']	["1:1.164:ἐκπέρσωσ'"]
1084		['1:1.164:well-managed']	['1:1.164:εὖ', '1:1.164:ναιόμενον']
1085		['1:1.164:city']	['1:1.164:πτολίεθρον']
1086	[of] 	['1:1.164:Trojans']	['1:1.164:Τρώων']
1087		['1:1.165:Instead']	['1:1.165:ἀλλὰ']
1088		['1:1.165:you', '1:1.165:may', '1:1.165:be', '1:1.165:sure']	['1:1.165:μὲν']
1089		['1:1.165:greater', '1:1.165:part']	['1:1.165:πλεῖον']
1090		['1:1.165:miserable']	['1:1.165:πολυάϊκος']
1091	[of] 	['1:1.165:fighting']	['1:1.165:πολέμοιο']
1092		['1:1.166:my']	['1:1.166:ἐμαὶ']
1093		['1:1.166:hands']	['1:1.166:χεῖρες']
1094	[they] 	['1:1.166:perform']	["1:1.166:διέπουσ'"]
1095		['1:1.166:nevertheless']	['1:1.166:ἀτὰρ']
1096		['1:1.166:whenever']	['1:1.166:ἤν', '1:1.166:ποτε']
1097		['1:1.166:division', '1:1.166:of', '1:1.166:spoils']	['1:1.166:δασμὸς']
1098	[it] 	['1:1.166:is', '1:1.166:at', '1:1.166:hand']	['1:1.166:ἵκηται']
1099		['1:1.167:for', '1:1.167:you']	['1:1.167:σοὶ']
1100		['1:1.167:the']	['1:1.167:τὸ']
1101		['1:1.167:prize']	['1:1.167:γέρας']
1102		['1:1.167:much']	['1:1.167:πολὺ']
1103		['1:1.167:greater']	['1:1.167:μεῖζον']
1104		['1:1.167:while']	["1:1.167:δ'"]
1105		['1:1.167:smaller']	['1:1.167:ὀλίγον']
1106		['1:1.167:yet']	['1:1.167:τε']
1107		['1:1.167:precious']	['1:1.167:φίλον']
1108		['1:1.167:I', '1:1.167:for[2]', '1:1.167:my', '1:1.167:part']	['1:1.167:ἐγὼ']
1109	[I] 	['1:1.168:go', '1:1.168:on', '1:1.168:my', '1:1.168:way']	["1:1.168:ἔρχομ'"]
1110		['1:1.168:carrying']	['1:1.168:ἔχων']
1111		['1:1.168:upon']	['1:1.168:ἐπὶ']
1112		['1:1.168:ships']	['1:1.168:νῆας']
1113		['1:1.168:after']	['1:1.168:ἐπεί']
1114	[I] 	['1:1.168:am', '1:1.168:exhausted', '1:1.168:exhausted']	['1:1.168:κε', '1:1.168:κάμω']
1115		['1:1.168:from', '1:1.168:waging', '1:1.168:war']	['1:1.168:πολεμίζων']
1116		['1:1.169:But', '1:1.169:to']	["1:1.169:δ'"]
1117		['1:1.169:now']	['1:1.169:νῦν']
1118	[I] 	['1:1.169:will', '1:1.169:go']	['1:1.169:εἶμι']
1119		['1:1.169:Phthia']	['1:1.169:Φθίην']
1120		['1:1.169:since']	['1:1.169:ἐπεὶ']
1121	[it] 	['1:1.169:is']	['1:1.169:ἐστιν']
1122		['1:1.169:surely']	['1:1.169:ἦ']
1123		['1:1.169:much']	['1:1.169:πολὺ']
1124		['1:1.169:superior']	['1:1.169:φέρτερόν']
1125		['1:1.170:to', '1:1.170:go']	['1:1.170:ἴμεν']
1126		['1:1.170:home']	["1:1.170:οἴκαδ'"]
1127		['1:1.170:with']	['1:1.170:σὺν']
1128		['1:1.170:curved']	['1:1.170:κορωνίσιν']
1129		['1:1.170:ships']	['1:1.170:νηυσὶ']
1130		['1:1.170:being']	['1:1.171:ἐὼν']
1131		['1:1.170:disrespected']	['1:1.171:ἄτιμος']
1132		['1:1.170:here']	["1:1.171:ἐνθάδ'"]
1133		['1:1.170:do', '1:1.170:not']	['1:1.170:οὐ']
1134	[I] 	['1:1.170:plan']	['1:1.170:ὀΐω']
1135	[I] 	['1:1.171:to', '1:1.171:ladle', '1:1.171:out']	['1:1.171:ἀφύξειν']
1136		['1:1.171:riches']	['1:1.171:ἄφενος']
1137		['1:1.171:and']	['1:1.171:καὶ']
1138		['1:1.171:wealth']	['1:1.171:πλοῦτον']
1139		['1:1.171:for', '1:1.171:you']	["1:1.170:σ'"]
1140		['1:1.172:And']	["1:1.172:δ'"]
1141		['1:1.172:then']	['1:1.172:ἔπειτα']
1142		['1:1.172:lord']	['1:1.172:ἄναξ']
1143		['1:1.172:of', '1:1.172:men']	['1:1.172:ἀνδρῶν']
1144		['1:1.172:Agamemnon']	['1:1.172:Ἀγαμέμνων']
1145	[he] 	['1:1.172:began', '1:1.172:to', '1:1.172:answer']	["1:1.172:ἠμείβετ'"]
1146		['1:1.172:him']	['1:1.172:τὸν']
1147		['1:1.173:By', '1:1.173:all', '1:1.173:means']	["1:1.173:μάλ'"]
1148	[(2nd sg imperative)you-sg] 	['1:1.173:run', '1:1.173:away']	['1:1.173:φεῦγε']
1149		['1:1.173:if']	['1:1.173:εἴ']
1150		['1:1.173:your']	['1:1.173:τοι']
1151		['1:1.173:heart']	['1:1.173:θυμὸς']
1152	[it] 	['1:1.173:is', '1:1.173:stirred', '1:1.173:in', '1:1.173:that', '1:1.173:direction']	['1:1.173:ἐπέσσυται']
1153		['1:1.173:certainly']	['1:1.173:ἔγωγε']
1154		['1:1.173:do', '1:1.173:not']	['1:1.173:οὐ']
1155	[I] 	['1:1.174:plead', '1:1.174:with']	['1:1.174:λίσσομαι']
1156		['1:1.174:you']	["1:1.173:σ'"]
1157		['1:1.174:to', '1:1.174:stay']	['1:1.174:μένειν']
1158		['1:1.174:on', '1:1.174:account']	["1:1.174:εἵνεκ'"]
1159		['1:1.174:of', '1:1.174:me']	['1:1.174:ἐμεῖο']
1160		['1:1.174:beside']	["1:1.174:πάρ'"]
1161		['1:1.174:you[2]', '1:1.174:can', '1:1.174:be', '1:1.174:sure']	['1:1.174:ἔμοιγε']
1162		['1:1.174:others']	['1:1.174:ἄλλοι']
1163		['1:1.174:as', '1:1.174:well']	['1:1.174:καὶ']
1164		['1:1.175:who']	['1:1.175:οἵ']
1165	[they] 	['1:1.175:will', '1:1.175:respect', '1:1.175:respect']	['1:1.175:κέ', '1:1.175:τιμήσουσι']
1166		['1:1.175:me']	['1:1.175:με']
1167		['1:1.175:--', '1:1.175:and']	['1:1.175:δὲ']
1168		['1:1.175:most', '1:1.175:of', '1:1.175:all']	['1:1.175:μάλιστα']
1169		['1:1.175:Zeus']	['1:1.175:Ζεύς']
1170		['1:1.175:giver', '1:1.175:of[2]', '1:1.175:counsel']	['1:1.175:μητίετα']
1171	[you-sg] 	['1:1.176:are']	['1:1.176:ἐσσι']
1172		['1:1.176:most', '1:1.176:hateful', '1:1.176:hateful']	['1:1.176:ἔχθιστος', '1:1.176:δέ']
1173		['1:1.176:to', '1:1.176:me']	['1:1.176:μοί']
1174	[of] 	['1:1.176:kings']	['1:1.176:βασιλήων']
1175		['1:1.176:fostered', '1:1.176:by', '1:1.176:Zeus']	['1:1.176:διοτρεφέων']
1176		['1:1.177:for']	['1:1.177:γάρ']
1177		['1:1.177:competing', '1:1.177:with', '1:1.177:others']	['1:1.177:ἔρις']
1178		['1:1.177:always']	['1:1.177:αἰεὶ']
1179		['1:1.177:dear']	['1:1.177:φίλη']
1180		['1:1.177:to', '1:1.177:you']	['1:1.177:τοι']
1181		['1:1.177:as']	['1:1.177:τε']
1182		['1:1.177:both']	['1:1.177:τε[2]']
1183		['1:1.177:wars']	['1:1.177:πόλεμοί']
1184		['1:1.177:and']	['1:1.177:τε[3]']
1185		['1:1.177:battles']	['1:1.177:μάχαι']
1186		['1:1.178:If']	['1:1.178:εἰ']
1187	[you-sg] 	['1:1.178:are']	['1:1.178:ἐσσι']
1188		['1:1.178:very']	['1:1.178:μάλα']
1189		['1:1.178:strong']	['1:1.178:καρτερός']
1190		['1:1.178:at', '1:1.178:some', '1:1.178:point']	['1:1.178:που']
1191		['1:1.178:god']	['1:1.178:θεός']
1192	[he] 	['1:1.178:gave']	['1:1.178:ἔδωκεν']
